NAME	TITLE	SCORE	
LOC111096173		14.044793	
LOC106557998		14.038104	
LOC100687137		14.037631	
TAFA2		14.028724	
OR6Z1		14.027797	
OR7G6		14.027334	
CBD131		14.027334	
LOC100856762		14.017729	
NANOS2		14.016825	
LOC100683468		14.014125	
LOC100686091		13.995679	
OR10H5B		13.995679	
OR2A9		13.9914	
LOC119870226		13.987163	
LOC486644		13.982966	
LOC100685054		13.974694	
LOC100685244		13.970616	
LOC100856597		13.970616	
OR51V22		13.962573	
AVP		13.962573	
CRYGD		13.954677	
C28H10orf53		13.954677	
OR13C3		13.946921	
OR56A1B		13.946921	
LOC119870165		13.943095	
LOC100685014		13.939302	
LOC100688129		13.939302	
NPS		13.931814	
LOC100687037		13.931814	
LOC100685978		13.924453	
LOC100688702		13.924453	
SPINK1		13.917214	
LOC100685799		13.91364	
LOC119876891		13.910095	
DEFB136		13.906578	
LOC106560142		13.90309	
OR8K7		13.90309	
LOC100685076		13.88941	
OR6C38		13.886057	
LOC119873595		13.876148	
LOC483515		13.876148	
OR4D2		13.869666	
OR7A58		13.869666	
PROP1		13.869666	
LOC100685782		13.866461	
C6H16orf90		13.856985	
PATE3		13.856985	
LOC111091438		13.856985	
S100Z		13.8507805	
LOC100683355		13.844664	
LOC609806		13.841638	
OR56A3D		13.838632	
DPPA4		13.838632	
LOC100855832		13.829739	
LOC119865126		13.826814	
OR7G14		13.823909	
CLPSL2		13.823909	
LOC102156800		13.818156	
LOC100855647		13.815309	
OR56A12		13.809669	
MIR450A		13.806875	
LOC100688990		13.8041	
LOC111092980		13.801343	
NEUROD1		13.793174	
LOC100686035		13.790485	
LOC111097907		13.787812	
GHRH		13.785156	
LOC111092682		13.785156	
LOC100687382		13.7825165	
LOC486411		13.779892	
LOC100685418		13.761954	
SPAG11B		13.747147	
C6H16orf82		13.747147	
LOC111095927		13.744727	
OR7G9		13.739928	
LOC102155156		13.732828	
FSHB		13.730487	
NXNL2		13.728158	
LOC100688943		13.725842	
LOC119873591		13.721247	
CLPS		13.716699	
OR7G10		13.714442	
LOC100685852		13.712198	
PGC		13.712198	
LOC111093154		13.709966	
CRYGA		13.709966	
LOC607283		13.705534	
OR8K71		13.701147	
MIR375		13.69897	
LOC100683440		13.694649	
TCEAL9		13.692504	
NXNL1		13.665546	
LOC486582		13.66354	
LOC100688548		13.6575775	
OR2D3		13.655608	
PPY		13.655608	
LOC102152099		13.649752	
OR7A51		13.645891	
NKX6-3		13.643974	
LOC100684000		13.640164	
HES3		13.636388	
LOC100688359		13.623423	
LOC119870031		13.614394	
LOC111097479		13.614394	
OR11G9		13.609065	
LOC100686735		13.603801	
OR5T2B		13.60206	
LOC100687441		13.600327	
LOC100687592		13.598599	
INS		13.596879	
LOC106558672		13.596879	
GNGT1		13.595166	
BANF2		13.595166	
OR6C2G		13.595166	
LOC100856015		13.595166	
LOC102154631		13.5867	
LOC100686434		13.578396	
LOC100688586		13.578396	
LOC100686983		13.576755	
LOC100687574		13.570248	
OR7A29		13.568636	
LOC111093997		13.568636	
TEX37		13.565431	
LOC119870116		13.565431	
OR7D2		13.563837	
GIP		13.560667	
LOC100686916		13.559091	
LOC119868372		13.559091	
LOC100688637		13.559091	
LOC100685770		13.551293	
LOC102151952		13.551293	
CCL26		13.543634	
LOC100686616		13.543634	
LOC119870954		13.540607	
LOC111091044		13.539103	
CABP2		13.537602	
LOC100686642		13.536107	
LOC100684974		13.533133	
SHISAL2B		13.531652	
LOC100683025		13.531652	
LOC111094488		13.521434	
OR4Q3		13.519993	
DEFB113		13.519993	
LOC100682698		13.518558	
LOC102156375		13.518558	
LOC119866913		13.510041	
INSL3		13.507239	
WFDC13		13.50307	
OR7E154		13.50307	
CETN1		13.50169	
LOC100688116		13.497573	
CARTPT		13.489455	
LOC100687546		13.489455	
LOC100855752		13.486782	
LOC100856729		13.481486	
LOC111091633		13.481486	
LOC119865233		13.480172	
LOC610082		13.480172	
OR10G9C		13.478862	
OR7A70		13.478862	
LOC111090641		13.4762535	
LOC119871431		13.464705	
LOC106557924		13.462181	
OR2F2		13.458421	
LOC111093191		13.453457	
LOC119866370		13.450996	
LOC102156763		13.4424925	
LOC102155138		13.438899	
LOC100682759		13.436519	
LOC100685755		13.435334	
LOC100687949		13.435334	
OR2A5		13.432974	
OR8K54		13.430626	
OR52E8		13.430626	
SPINT4		13.424812	
DUXA		13.424812	
LOC102156863		13.423658	
LOC487457		13.420217	
OR52A5		13.4156685	
DEFB121		13.4156685	
LOC106557554		13.413413	
LOC111092006		13.411168	
LOC487083		13.408936	
LOC102151275		13.407824	
LOC100686055		13.4067135	
LOC100686553		13.405607	
OR7A73		13.400117	
LOC119864939		13.399027	
PRSS33		13.393619	
LOC102156707		13.389339	
LOC100686344		13.387217	
LOC100683962		13.386158	
LOC100684292		13.382999	
LOC102155397		13.377786	
LOC100686229		13.377786	
IL19		13.376751	
LOC119865830		13.365522	
NXF3		13.364516	
LOC102152448		13.354578	
LOC119870407		13.347754	
LOC100683821		13.345823	
LOC111092931		13.338187	
LOC482940		13.330683	
LOC100683234		13.327902	
LOC100685646		13.323306	
OR6C69G		13.317855	
LOC100687120		13.316953	
LOC100683084		13.310691	
LOC100686644		13.310691	
LOC102153620		13.306273	
LOC100688158		13.304519	
OR56B2C		13.304519	
LOC100855948		13.303643	
OR5L1		13.303643	
LOC100684941		13.303643	
LOC111096332		13.300162	
TFF1		13.294992	
LOC102151156		13.2932825	
LOC119864260		13.289037	
GUCA2B		13.289037	
LOC102152865		13.279015	
OR2T15		13.279015	
OR4H12B		13.277366	
LOC100682863		13.263603	
OR7G3		13.251038	
LOC100687517		13.244887	
LOC111091419		13.244887	
FCRL3		13.243364	
LOC100856440		13.241845	
OR2T13		13.238824	
LOC100685912		13.238824	
OR5D15		13.232102	
LOC119870314		13.226945	
LOC102156851		13.226213	
LOC106558328		13.222573	
OR10AG66		13.218245	
LOC119870278		13.217527	
LOC100685249		13.199283	
LOC100688109		13.1864195	
LOC119872634		13.1864195	
LOC100684839		13.185087	
LOC100855942		13.17134	
LOC100687164		13.167491	
LOC100687955		13.159894	
LOC100856640		13.159894	
OR7A65		13.154282	
LOC119864617		13.152428	
OR5D3		13.130768	
LOC111097124		13.124939	
OR52E4B		13.121478	
LOC100687361		13.118045	
LOC100688477		13.108462	
LOC612231		13.10513	
OR10R3C		13.104025	
LOC119869877		13.103474	
ZNF544		13.097997	
LOC102151381		13.09098	
LOC100688452		13.085128	
LOC100686481		13.075204	
PZP		13.074688	
LOC100684915		13.073143	
LOC119870061		13.067526	
LOC111094937		13.06098	
LOC100684975		13.056011	
LOC100688219		13.052567	
LOC100856169		13.047208	
LOC100688895		13.040482	
LOC100855856		13.038579	
LOC111093715		13.036684	
LOC111093738		13.020907	
MSGN1		13.020452	
LOC100682895		13.015023	
LOC111096778		13.006124	
LOC100686032		13.000435	
ZAR1		13.0	
IQCF6		13.0	
SYCE3		12.995679	
LOC119865670		12.995679	
OR6C87		12.995679	
LOC100684223		12.995679	
PLA2G10		12.995679	
LOC111097029		12.9914	
LOC102156244		12.9914	
LOC111094786		12.987163	
FRMPD2		12.982966	
OR7A66		12.97881	
NKX2-1		12.97881	
LOC106558410		12.974694	
LOC102152427		12.974694	
EPO		12.970616	
LOC100685568		12.966577	
LOC119864189		12.966577	
LOC106558857		12.958608	
OR4D9B		12.958608	
NKX2-4		12.954677	
OR2T1		12.950782	
LOC119867950		12.950782	
LOC100688961		12.950782	
LOC100686981		12.946921	
OR56A3E		12.946921	
LOC100686971		12.946921	
LOC100683520		12.946921	
DMRTB1		12.946921	
LOC102155836		12.943095	
CALCB		12.939302	
PROK1		12.939302	
LOC102156646		12.935542	
LOC611353		12.935542	
PRG3		12.935542	
LOC111097625		12.924453	
LOC100684918		12.924453	
OR51K7		12.924453	
LOC100685250		12.920818	
LOC119872435		12.917214	
NRSN1		12.910095	
LOC119875947		12.910095	
LOC111095767		12.910095	
OR2A9B		12.906578	
OR5M10		12.896196	
OR2D3E		12.89279	
LOC111091870		12.89279	
LOC111094001		12.88941	
LOC111098677		12.88941	
LOC100686440		12.882729	
LOC106558951		12.879426	
LOC102153700		12.879426	
DEFB122		12.876148	
LOC611718		12.876148	
LOC106558941		12.872895	
OR4A47B		12.872895	
LOC100687424		12.869666	
LOC100685524		12.844664	
LOC486076		12.838632	
LOC100686550		12.835648	
OR7A68		12.832683	
OR5AZ2		12.832683	
LOC100686474		12.832683	
LOC100686919		12.815309	
OR56B2		12.8041	
LOC100855734		12.793174	
LOC119871932		12.787812	
LOC100688915		12.785156	
LOC100688831		12.785156	
OR6C53		12.7825165	
OR8B1K		12.777284	
OR5AL2		12.777284	
OR8B1		12.774691	
OR2D3H		12.764472	
MIR211		12.764472	
LOC611374		12.761954	
OR56A9		12.756962	
LOC100685187		12.74958	
GNG8		12.744727	
LOC111094868		12.744727	
LOC100684671		12.742321	
LOC111094839		12.723538	
LOC106559560		12.721247	
LOC111093361		12.714442	
LOC111097275		12.709966	
LOC119864649		12.705534	
LOC489211		12.69897	
OR2T24		12.696804	
LOC100682592		12.694649	
OR4A47D		12.69037	
OR6Z2		12.69037	
LOC111097312		12.688246	
LOC111093152		12.68403	
OR2T20		12.681936	
LOC111090274		12.677781	
LOC100688065		12.677781	
LOC106558255		12.669586	
LOC111098143		12.669586	
LOC106559273		12.661544	
LOC119869299		12.661544	
MIR592		12.661544	
LOC102152017		12.659555	
LOC100688789		12.6575775	
LOC490368		12.655608	
MC3R		12.651695	
LOC100856010		12.647818	
MAGEB3		12.645891	
LOC119864430		12.645891	
CNGA3		12.638272	
LOC119863889		12.636388	
OR8B1L		12.634512	
OR52E1		12.632644	
LOC100683275		12.632644	
LOC111096417		12.630784	
LOC111092456		12.628932	
LOC111098012		12.623423	
OR8B1J		12.607303	
LOC111092258		12.603801	
LOC100688781		12.603801	
LOC100683274		12.595166	
LOC106558509		12.595166	
LOC100688062		12.59346	
LOC100688551		12.575118	
LOC100682576		12.571865	
LOC111091318		12.567031	
OR4A39		12.567031	
LOC119866658		12.567031	
LOC119866670		12.562249	
LOC100685485		12.560667	
LOC111091387		12.559091	
LOC476081		12.55752	
LOC100688146		12.55752	
LOC119867928		12.552842	
LOC119874210		12.540607	
LOC100684004		12.525784	
LOC111097317		12.50307	
LOC484978		12.399027	
LOC100684471		12.382999	
LOC100684062		12.347754	
LOC100688451		12.281498	
LOC100684416		12.266001	
LOC102157108		12.255707	
LOC100686713		12.217527	
LOC100687940		12.211124	
LOC119872001		12.16877	
OR5B12		11.920818	
LOC100687481		11.910095	
LOC609894		11.89963	
OR2F1D		11.793174	
LOC100685091		11.59346	
LOC116183080		11.59346	
LOC111096997		11.58336	
LOC100687862		11.471084	
PCSK9		11.035269	
OR51B9		10.917214	
DNAH6		10.8507805	
LRRTM2		9.946921	
CCDC168		9.835648	
BEST1		9.432974	
LOC102152223		9.258848	
GPER1		9.051587	
PCDH9		8.730487	
FGF4		8.573489	
LOC100688927		8.372634	
LOC119870175		8.013677	
LOC102155890		7.9706163	
IFNK		7.966576	
EPHA6		7.6840296	
LOC119872793		7.5686364	
PDE6C		7.5622497	
INSYN2A		7.5406075	
H3C12		7.468521	
LOC102151419		7.450997	
LOC100856367		7.4259686	
PCNX2		7.406714	
ZNF536		7.404504	
GPR22		7.3448615	
LOC611589		7.2676063	
LOC100856215		7.160522	
LOC119866456		7.122053	
H3C11		7.08831	
SIM1		7.0721164	
LOC100687310		7.024568	
LOC102152404		6.9871626	
LOC102153990		6.8894105	
FER1L5		6.8860564	
CLCA4		6.8827286	
LRP2BP		6.8632793	
TEX15		6.8181562	
LOC102155893		6.7520266	
LRRC9		6.7281585	
FBXL13		6.696804	
LOC119876498		6.686133	
CDRT4		6.6556077	
PAQR9		6.6439743	
NEURL1		6.636388	
ADAM21		6.6055484	
LOC111094194		6.5734887	
ADRA1D		6.565431	
LOC102151670		6.5622497	
TMCO5A		6.5482135	
LOC111096598		6.519993	
LOC111098778		6.498941	
SCN2A		6.446117	
LRRC10		6.4388986	
SSMEM1		6.419075	
LOC111090297		6.405607	
PPM1E		6.4012094	
NDST4		6.377786	
LOC111092911		6.3400836	
H1-5		6.336299	
DDI1		6.3106914	
LOC102153398		6.3053946	
LINGO2		6.2975693	
LOC102151126		6.294992	
LOC111091037		6.2941365	
AMELX		6.258061	
LOC119867530		6.2225733	
LOC100684254		6.206908	
LOC119877734		6.206908	
LOC486294		6.2006593	
TAS2R42		6.1999707	
BTBD18		6.19044	
AADAC		6.1870866	
LOC106557695		6.1797986	
LOC119873640		6.172631	
HFM1		6.1700535	
DLGAP2		6.1649437	
DPP10		6.127261	
MN1		6.122053	
NCAM2		6.1140738	
LOC608881		6.110698	
APBA2		6.1062384	
GRM8		6.105684	
LOC606856		6.086716	
POLN		6.062482	
ATP8A2		6.06148	
LOC100687888		6.05061	
GPR82		6.0433517	
LOC102151983		6.0381045	
POU3F4		6.024568	
OPN1SW		6.013676	
H4C12		6.0	
LOC119867766		5.9871626	
H4C13		5.9829664	
DNAH12		5.9625735	
LOC102151557		5.943095	
CHRM4		5.939302	
DCDC1		5.928118	
LOC100682735		5.928118	
TDRD6		5.9172144	
LOC106557938		5.8996296	
LOC100686398		5.8961964	
KCNA1		5.8894105	
MAGEL2		5.8894105	
LOC119872858		5.8860564	
RAD54B		5.876148	
TRPM3		5.869666	
OMG		5.869666	
GPR18		5.853872	
LOC102151333		5.850781	
LOC102153437		5.835647	
LOC100687588		5.8326826	
ZGRF1		5.8326826	
KCNH7		5.823909	
TSSK4		5.823909	
LOC119872825		5.8124795	
LOC102156663		5.798603	
LOC111092952		5.7931743	
LOC111091235		5.790485	
LOC100687820		5.7695513	
RYR2		5.759451	
MYH15		5.759451	
NPY5R		5.7520266	
LOC106559859		5.7351823	
LOC100683147		5.7351823	
LOC100685007		5.730487	
PAK5		5.725842	
LOC119872165		5.725842	
KSR2		5.7235384	
LOC100684482		5.7212462	
LOC111096357		5.696804	
LOC106558467		5.696804	
LRRD1		5.692504	
DNAH5		5.686133	
LOC607881		5.6757174	
LOC119865042		5.6615434	
CCDC39		5.6615434	
LOC100856397		5.6615434	
LOC612301		5.659556	
FAT3		5.6556077	
RYR3		5.642065	
CDH26		5.6382723	
LOC119864802		5.628932	
CEP85L		5.623423	
LOC102156157		5.621602	
C27H12orf71		5.621602	
LRRN3		5.610834	
RN7SL1		5.609065	
LOC100855696		5.6055484	
LOC102154327		5.595166	
UNC13C		5.5934596	
STXBP5L		5.5638375	
SCN8A		5.5622497	
LOC100683157		5.5606675	
LOC102152701		5.5575204	
LOC111097785		5.5559554	
ATAD5		5.543634	
UTS2B		5.539102	
LOC106560137		5.5257835	
LOC111096510		5.5214334	
OR7D4		5.50724	
DNAH9		5.5016894	
APOB		5.489455	
LOC100688587		5.4596705	
CHGB		5.449772	
MEIOC		5.446117	
LRRTM3		5.4449058	
SCN1A		5.4449058	
UNC79		5.442493	
LOC100687625		5.432974	
HSD17B3		5.429457	
COL4A6		5.4271283	
H1-6		5.4259686	
LOC111098635		5.4248123	
LOC100855904		5.4225082	
H2BU1		5.4202166	
LOC100686582		5.4202166	
LOC111091459		5.411168	
FANCB		5.406714	
GREB1L		5.4023046	
LOC111098858		5.3746877	
LOC100687064		5.372634	
LOC608913		5.372634	
SAMD15		5.369572	
DDIAS		5.3665314	
ADAM32		5.3605137	
LOC100684658		5.348722	
LOC119867492		5.3477535	
CUBN		5.3458233	
SPATA16		5.3458233	
LOC111095857		5.3419886	
H4C2		5.337242	
CNR2		5.335358	
LOC100855627		5.332547	
FAM186A		5.3288274	
XKR4		5.326979	
HDX		5.325139	
LOC100687795		5.3233066	
LOC100685078		5.318759	
LOC119872067		5.317855	
PTPRQ		5.316953	
LOC111091322		5.314258	
SLC24A2		5.309804	
OR13D3		5.2958493	
LOC100683063		5.2941365	
LOC119865992		5.29073	
PLPPR4		5.28735	
LOC102154324		5.283162	
CTNNA3		5.278189	
LOC119870368		5.277366	
IMPG2		5.275724	
LOC111092771		5.2749057	
OR52W1		5.2740884	
GPR141		5.2724586	
ZDBF2		5.2700257	
MAB21L2		5.2652	
TNR		5.264401	
ACTRT1		5.2620125	
LOC100685666		5.2612195	
TMC2		5.2612195	
H4C8		5.258848	
LOC100686878		5.255707	
WDR64		5.2380724	
LOC100855768		5.231362	
DGKI		5.230623	
MAP3K19		5.2284126	
LOC481991		5.223299	
LOC100685462		5.2196827	
LOC100687477		5.218963	
LOC119863981		5.2182446	
LOC100686357		5.216811	
COL6A5		5.2153826	
LOC106558278		5.2139587	
GPR152		5.2125397	
LOC119874424		5.211125	
LOC482936		5.2048154	
GRIN2A		5.203426	
LOC119872903		5.2027326	
ZNF484		5.20204	
LOC111096647		5.2013493	
TET1		5.1985965	
POLQ		5.194499	
LOC475563		5.191114	
LOC100685836		5.184422	
OSGEPL1		5.1784863	
LOC100686205		5.1765256	
ACOD1		5.175874	
LRRC30		5.1739254	
GPR37		5.1732774	
LIN28A		5.1700535	
LOC479758		5.169411	
HTR1F		5.1580153	
LOC102151173		5.1561446	
FLRT1		5.152427	
OR7D7		5.1420646	
DNHD1		5.1408615	
ZNF804B		5.1402617	
LOC100686146		5.1384654	
CFAP44		5.1384654	
CCR10		5.127844	
PCLO		5.1266794	
LOC100684007		5.1266794	
RXFP1		5.1226287	
LOC111090397		5.1226287	
GIMD1		5.120904	
LOC100688337		5.119758	
LRRC18		5.118045	
HEPACAM		5.1169066	
LOC485387		5.1169066	
CCDC175		5.109579	
LOC100688353		5.1001797	
LOC100686079		5.097997	
LOC106558079		5.0958257	
LOC100685593		5.0952845	
LOC492077		5.0952845	
LOC492092		5.094204	
CCDC38		5.091515	
LOC100688112		5.0888424	
LOC119871830		5.08831	
ADRA2B		5.0856566	
ZNF831		5.0851283	
FREM2		5.080922	
ZCCHC13		5.056011	
LOC119871478		5.0540395	
LOC119871253		5.052566	
LOC119870963		5.0423927	
LOC100686844		5.0423927	
LOC100684409		5.039054	
ERICH6		5.039054	
LOC111095616		5.0366845	
GRM7		5.027797	
LOC111097974		5.027334	
PRUNE2		5.025949	
AJM1		5.025028	
LOC119864641		5.024568	
LOC119865398		5.0231915	
RAB26		5.0199966	
TAS2R3		5.0168247	
LOC119877739		5.0145736	
CMYA5		5.013676	
LOC489131		5.011887	
H4C9		5.0078883	
LOC106557612		5.0065637	
BICD1		5.006123	
LOC102153512		4.9914	
COL19A1		4.9914	
IL5		4.9914	
ZMAT4		4.9871626	
KIF25		4.9829664	
PIEZO2		4.9829664	
SMC1B		4.9829664	
LRRC4C		4.978811	
FAT4		4.978811	
LOC100683501		4.978811	
BRIP1		4.9746943	
EPHA5		4.966576	
LOC488146		4.966576	
HOXA11		4.966576	
LOC491973		4.9625735	
LOC608729		4.9625735	
TLR10		4.943095	
ZC3H12B		4.939302	
CHST9		4.935542	
RNASE9		4.935542	
LOC119866442		4.935542	
MAMDC4		4.931814	
LOC119867565		4.931814	
ACTL10		4.931814	
DNAH3		4.928118	
LOC100683251		4.9244533	
CHRNA4		4.9244533	
LOC111095371		4.920819	
H3C14		4.9172144	
LOC607261		4.91364	
LOC480351		4.9065785	
CRMP1		4.9065785	
H2AC13		4.90309	
LOC485592		4.8996296	
LOC119864640		4.8996296	
LOC484191		4.8894105	
LOC102151410		4.8827286	
LOC106558201		4.8827286	
ASCL3		4.879426	
LOC100684826		4.876148	
LOC119867183		4.8728952	
TMEM132D		4.8664613	
LOC100685713		4.8632793	
C15H1orf185		4.8632793	
LPAR4		4.856985	
LOC479071		4.856985	
LOC111091725		4.853872	
TMEM81		4.853872	
BRCA2		4.850781	
ADCY10		4.8477116	
LOC111091304		4.8477116	
DTHD1		4.844664	
DNAAF1		4.844664	
OR8BJ4		4.8416376	
H3C15		4.838632	
STAB2		4.835647	
LOC442967		4.8326826	
LOC482280		4.8326826	
CXCR5		4.8268137	
ANKS1B		4.823909	
GLRA1		4.823909	
RTL1		4.821023	
H2AC21		4.8153086	
SPTB		4.8153086	
LOC486082		4.8124795	
MED12L		4.809668	
LOC102155488		4.79588	
IGSF10		4.7931743	
LOC102154020		4.7931743	
LOC111098861		4.787812	
NRXN2		4.7851562	
ZNF404		4.7851562	
MINAR2		4.7772837	
BCL11B		4.7746906	
LOC111094814		4.767004	
LOC111093276		4.767004	
LOC102153670		4.756962	
LOC100686512		4.756962	
LOC100687713		4.756962	
SLITRK6		4.7544875	
LOC102156609		4.7520266	
LOC111095625		4.747147	
PLAG1		4.737549	
LOC486036		4.737549	
LOC491462		4.7351823	
SLC9C2		4.730487	
LOC102154094		4.725842	
C14H7orf31		4.725842	
ADGRB3		4.7235384	
POU1F1		4.7235384	
LOC479206		4.7212462	
SLCO6A1		4.7212462	
GPR174		4.7121983	
LOC106559470		4.707744	
OR2AD2		4.705534	
OR4S7		4.705534	
PIWIL2		4.6946487	
LOC106558957		4.692504	
SPATA9		4.6903696	
ASPM		4.6903696	
LOC111094516		4.686133	
HASPIN		4.6840296	
ZNF804A		4.6819367	
PXDNL		4.6819367	
RPGRIP1		4.6777806	
MUC5B		4.6757174	
SPAG17		4.673664	
LOC119870250		4.6716204	
ZSWIM5		4.6675615	
ADGRG4		4.6655464	
LOC119874757		4.6556077	
PGAP1		4.6556077	
LOC102152902		4.653647	
LOC100683137		4.653647	
KIF14		4.653647	
NT5C1B		4.6516953	
COL4A3		4.649752	
LOC100688456		4.649752	
LOC119866516		4.6478176	
LOC100686262		4.642065	
LOC119871713		4.6401644	
LOC102152665		4.636388	
CNTNAP4		4.632644	
LRRC3B		4.628932	
ADAM20		4.627088	
LOC119872277		4.627088	
A3GALT2		4.627088	
GRID1		4.625252	
MKRN3		4.625252	
LOC106557956		4.623423	
COL25A1		4.623423	
LOC119870341		4.621602	
LRRIQ3		4.6126103	
LOC102151355		4.610834	
WNT8B		4.607303	
OR51E1		4.6055484	
LOC100684580		4.603801	
LOC111093353		4.603801	
LOC476394		4.60206	
ZNF541		4.60206	
KIF24		4.60206	
LOC119866946		4.60206	
RGS9		4.5985994	
LOC119871877		4.5985994	
LOC609397		4.5985994	
SLC4A9		4.5968795	
USP44		4.595166	
MAMSTR		4.590067	
ADAM18		4.5883803	
LOC111094605		4.5867004	
LOC106558192		4.5833597	
C11H9orf131		4.578396	
LOC111096317		4.576754	
ADAMTS20		4.5734887	
LOC102153763		4.571865	
IMPG1		4.571865	
SLC36A3		4.567031	
TSSK2		4.565431	
LOC106558049		4.5638375	
KCNJ12		4.5606675	
SLC5A11		4.552842	
LOC111094380		4.551294	
GPR63		4.551294	
LRRC7		4.549751	
CCIN		4.549751	
LOC102152599		4.549751	
OIT3		4.549751	
LOC119873604		4.546682	
LOC490565		4.543634	
LOC106560188		4.542118	
SNCAIP		4.537602	
MEX3B		4.536107	
TBX19		4.536107	
OR5K4		4.536107	
GPR119		4.536107	
LOC119872622		4.5287085	
LOC119866935		4.5272436	
KLHL4		4.5272436	
LOC102153460		4.5257835	
PROX2		4.5228786	
LOC608483		4.5228786	
LOC119871475		4.5228786	
CHRM5		4.5214334	
HSF5		4.5185575	
CCDC178		4.5128617	
JPH3		4.5100417	
LOC111096690		4.5086384	
CLCA1		4.5030704	
LOC100686941		4.5030704	
LOC102152507		4.493495	
LOC100683345		4.489455	
ADGRA1		4.485452	
LOC100683574		4.480172	
TDRD9		4.478862	
MARCHF10		4.478862	
OR52B2		4.474955	
TBC1D32		4.473661	
HEMGN		4.4698005	
LOC100855807		4.4698005	
LOC102154778		4.4698005	
COL4A4		4.465974	
LOC100684441		4.462181	
OR9Q3		4.462181	
LOC608800		4.454693	
KCNE2		4.454693	
NLGN1		4.4534574	
LOC611861		4.450997	
LOC119870374		4.449772	
LOC485469		4.447332	
MROH8		4.4436975	
HEATR9		4.4436975	
SLC26A5		4.442493	
LOC106559444		4.437707	
OTOF		4.437707	
KLF8		4.434152	
ZNF648		4.4282913	
ZCCHC18		4.4225082	
LOC111098616		4.421361	
MYO16		4.4202166	
ISL1		4.417937	
LOC106558649		4.4168015	
LOC111092805		4.415669	
LOC488130		4.415669	
LOC102156506		4.4134126	
LOC100688947		4.4134126	
LOC111091153		4.4134126	
LOC111093261		4.412289	
BMP3		4.4100504	
JAKMIP1		4.407823	
LOC100684675		4.407823	
LNPEP		4.406714	
CFAP65		4.403403	
LOC100687537		4.403403	
LOC111095971		4.4012094	
LOC100856609		4.4012094	
UNC13A		4.4012094	
BRCA1		4.400117	
SSTR1		4.39794	
LOC610176		4.39794	
LOC106559159		4.39794	
MIR8906		4.396856	
TTBK1		4.3936186	
CENPE		4.3925447	
CALN1		4.3904057	
LOC478756		4.38934	
LOC100687410		4.387216	
LOC119866928		4.386158	
LOC100855486		4.3851027	
LOC119867312		4.38405	
DCC		4.3809066	
C27H12orf60		4.3798637	
LOC106557975		4.377786	
LOC111097111		4.377786	
PRSS48		4.375718	
SLC25A41		4.3746877	
LOC607834		4.3746877	
JAKMIP2		4.3736596	
TP53TG5		4.3665314	
CASP8AP2		4.3645163	
PKHD1		4.36251	
ZNF483		4.3615108	
FANCM		4.3595185	
LOC609874		4.3575354	
LOC100683282		4.3565474	
DCLK3		4.3565474	
LOC100856361		4.3565474	
KCNJ13		4.3545775	
LINGO3		4.348722	
LOC119872071		4.3477535	
PPFIA2		4.3458233	
PGBD1		4.3448615	
LOC488190		4.3448615	
LOC119864751		4.342944	
NCBP2L		4.3400836	
LOC485484		4.337242	
LOC100684394		4.333482	
GNAT2		4.3242216	
ZNF572		4.3242216	
DLK1		4.3214817	
LOC111093972		4.320572	
ZNF793		4.3196645	
DIRAS1		4.3196645	
LOC119873129		4.3196645	
KCNH1		4.316953	
ZNF285		4.31158	
BOLL		4.309804	
LOC119871262		4.308035	
LOC100684838		4.308035	
TDRD15		4.306273	
GRIA3		4.3053946	
L1TD1		4.304518	
KIAA0825		4.3018994	
LOC612669		4.3001623	
LOC111098321		4.2992964	
LOC111096292		4.2967086	
LOC119867581		4.2958493	
CFAP61		4.2941365	
LOC100685849		4.2941365	
LOC100685702		4.29073	
IL5RA		4.283162	
LOC106558774		4.279014	
LOC100684273		4.276544	
LOC106558198		4.275724	
LOC111094709		4.273273	
KATNAL1		4.2660007	
ESR2		4.2636037	
PHYHIPL		4.2636037	
LOC119865060		4.2628074	
LOC119867034		4.2612195	
THSD7A		4.2596374	
RADX		4.258848	
GEN1		4.257275	
RGSL1		4.25649	
GAS2		4.2549253	
DNAJB7		4.2541447	
LOC119864162		4.2525883	
LOC106559861		4.251037	
PRPH2		4.248721	
SLITRK5		4.248721	
LOC111090475		4.247184	
LOC102153552		4.2456517	
LOC100683253		4.2456517	
LOC111098323		4.244888	
H2AC14		4.2441254	
KIAA1549L		4.242604	
LOC111095750		4.242604	
OPRL1		4.242604	
LOC102155763		4.2418456	
LOC482012		4.241088	
GJD4		4.2388244	
KCNG1		4.2380724	
LOC102151895		4.2373214	
LOC119872585		4.236572	
NDST3		4.236572	
GFY		4.236572	
LOC111090688		4.2276783	
TAS1R3		4.225483	
FOXG1		4.2240257	
LOC119865099		4.223299	
OR6Q1		4.2225733	
LOC111090374		4.221849	
DENND5B		4.2211256	
CACNA2D3		4.2204037	
HTRA4		4.218963	
NEIL3		4.218963	
LOC111096276		4.2175274	
LOC482405		4.216811	
PARPBP		4.2125397	
NAP1L3		4.211125	
RBM15		4.209715	
LOC119872353		4.209715	
KCNJ16		4.208309	
ZNF292		4.207608	
EMILIN3		4.206908	
LOC102155691		4.2062097	
SLC6A15		4.2048154	
LOC100685410		4.2013493	
CAFA-T2R67		4.2006593	
LOC119863933		4.197226	
OR9A4		4.197226	
FBXO40		4.1951795	
ASXL3		4.19044	
LOC106558453		4.1897674	
LOC102151810		4.1857524	
SLC35F3		4.184422	
CCDC96		4.181774	
